城市,公交名,首末班车时间,起始站,起始站经度,起始站纬度,终点站,终点站经度,终点站纬度,最高价,性质,线路ID,区号,区县编码,站点ID,总站数,发车间隔,线路总长度,基础价格,站点状态,ICCARD,xs,ys
北京,地铁八通线,,土桥,116.686349,39.871926,四惠,116.495456,39.908749,5,地铁,110100033087,010,110112,110100033087002,13,10分钟,18.04022,3,1,1,"116.686349,116.685462,116.683424,116.683419,116.683167,116.683158,116.682423,116.682414,116.681931,116.681383,116.681373,116.680754,116.680036,116.679337,116.678811,116.678286,116.677708,116.677257,116.674915,116.673726,116.672501,116.671134,116.669291,116.66872,116.668149,116.666342,116.665587,116.663235,116.662581,116.662219,116.661718,116.661142,116.660427,116.659259,116.658246,116.657533,116.65681,116.653808,116.652581,116.651582,116.649561,116.647406,116.646606,116.64585,116.645062,116.644932,116.644781,116.64467,116.64445,116.644156,116.643791,116.643669,116.643547,116.643191,116.641415,116.63971,116.638416,116.637676,116.637252,116.636825,116.636381,116.635821,116.635292,116.634748,116.633701,116.6329,116.63151,116.627797,116.625362,116.623876,116.62262,116.621709,116.621423,116.621106,116.620702,116.620336,116.619379,116.618658,116.61795,116.616928,116.616607,116.616224,116.615696,116.615304,116.614901,116.614222,116.613048,116.611792,116.609686,116.608375,116.60778,116.606977,116.606435,116.603586,116.599728,116.599002,116.598256,116.593238,116.590887,116.590035,116.588583,116.588075,116.586804,116.585009,116.582465,116.580811,116.579538,116.578606,116.577408,116.57676,116.575986,116.573145,116.5718,116.57115,116.570327,116.568192,116.564775,116.555537,116.554639,116.553728,116.543271,116.532212,116.531421,116.530681,116.52907,116.52791,116.527029,116.524677,116.523488,116.52254,116.521734,116.520681,116.516507,116.515664,116.514803,116.51391,116.506264,116.502806,116.496353,116.495456","39.871926,39.872162,39.872706,39.872707,39.872783,39.872786,39.873066,39.87307,39.873295,39.873543,39.873548,39.873922,39.874479,39.875066,39.875496,39.875926,39.876363,39.876724,39.878617,39.879582,39.880582,39.881664,39.883219,39.883677,39.884136,39.885573,39.88617,39.888098,39.888573,39.888818,39.889058,39.889246,39.889476,39.889787,39.89008,39.890278,39.890479,39.891336,39.891682,39.891972,39.892528,39.893169,39.893393,39.893604,39.893831,39.893894,39.893955,39.894019,39.894111,39.894266,39.894519,39.894615,39.894723,39.895063,39.89769,39.900204,39.902108,39.903216,39.903864,39.904517,39.905019,39.905468,39.905725,39.905918,39.906065,39.906078,39.906096,39.906157,39.906182,39.906244,39.906431,39.906516,39.906533,39.906529,39.906501,39.906453,39.906264,39.906121,39.90598,39.905812,39.905772,39.905755,39.905759,39.905795,39.905843,39.905966,39.906388,39.906924,39.907806,39.908345,39.908579,39.9088,39.908904,39.90901,39.909088,39.90909,39.909093,39.909267,39.909332,39.909354,39.90939,39.909408,39.909476,39.909687,39.909999,39.910203,39.910304,39.9103,39.910199,39.91014,39.910076,39.909769,39.909628,39.909565,39.909506,39.909399,39.909323,39.909216,39.909215,39.909214,39.909308,39.909446,39.909448,39.90945,39.909431,39.909365,39.909247,39.908818,39.908551,39.908416,39.908327,39.908304,39.908494,39.908495,39.908494,39.908496,39.908512,39.908591,39.908726,39.908749"
北京,地铁昌平线,,西二旗,116.306121,40.052978,昌平西山口,116.195369,40.244629,6,地铁,110100023119,010,110108,110100023119002,12,10分钟,31.81662,3,1,1,"116.306121,116.305854,116.302122,116.301752,116.301184,116.300273,116.299275,116.299017,116.298686,116.298199,116.297562,116.295939,116.295134,116.293649,116.289712,116.289261,116.285895,116.285787,116.286037,116.286476,116.287098,116.287576,116.288111,116.288522,116.289635,116.290924,116.292207,116.292745,116.293481,116.29423,116.294972,116.299061,116.299939,116.301542,116.302106,116.302654,116.30359,116.304396,116.305515,116.306401,116.307407,116.308398,116.310982,116.311635,116.312108,116.312566,116.312942,116.313332,116.313685,116.313971,116.314196,116.314374,116.314524,116.314605,116.314653,116.314658,116.314635,116.314589,116.313959,116.313698,116.313408,116.313167,116.312296,116.312169,116.311906,116.311745,116.311552,116.311342,116.310624,116.3105,116.310409,116.310275,116.310145,116.309497,116.308861,116.307621,116.307139,116.306746,116.306249,116.305726,116.304946,116.304319,116.303665,116.302925,116.302016,116.300968,116.299603,116.298615,116.297496,116.296536,116.295708,116.295283,116.294828,116.29449,116.294175,116.293997,116.293847,116.293802,116.293949,116.293979,116.29401,116.29401,116.293975,116.293936,116.293877,116.293797,116.293729,116.293617,116.293435,116.293213,116.293033,116.292899,116.292736,116.292425,116.29202,116.291635,116.291173,116.290729,116.290139,116.289362,116.288865,116.288371,116.28759,116.287384,116.287189,116.286985,116.286687,116.285725,116.285223,116.28487,116.284396,116.283919,116.280688,116.280465,116.280244,116.278967,116.27816,116.277759,116.276989,116.276396,116.276033,116.275729,116.275443,116.275139,116.27471,116.274357,116.273885,116.273675,116.273368,116.273307,116.27327,116.273234,116.273288,116.273649,116.274091,116.274744,116.275586,116.276786,116.278133,116.279734,116.281291,116.282365,116.283502,116.284281,116.284934,116.285228,116.285418,116.285586,116.285776,116.286071,116.286383,116.286611,116.286859,116.287309,116.287534,116.287756,116.287822,116.28801,116.28801,116.28801,116.287892,116.287512,116.28671,116.285788,116.28522,116.284665,116.283914,116.281949,116.265801,116.262059,116.261162,116.253219,116.249857,116.245511,116.236348,116.233601,116.229927,116.227352,116.226043,116.224777,116.221984,116.220284,116.218205,116.216532,116.215253,116.214252,116.213049,116.211924,116.210467,116.208855,116.20802,116.207637,116.207274,116.205959,116.205313,116.203721,116.201082,116.198367,116.195369","40.052978,40.053473,40.06026,40.060792,40.061582,40.06285,40.064269,40.064768,40.065591,40.067605,40.068873,40.071861,40.073063,40.075134,40.079789,40.080525,40.08858,40.089661,40.090527,40.091329,40.092029,40.092402,40.092727,40.092922,40.093388,40.093917,40.094431,40.09457,40.094679,40.09479,40.094899,40.095547,40.095619,40.095714,40.095765,40.095828,40.09603,40.096236,40.096535,40.096764,40.096954,40.097115,40.097546,40.097661,40.097782,40.09796,40.098172,40.098408,40.098701,40.099045,40.099413,40.09977,40.100221,40.100562,40.100882,40.101058,40.10129,40.101493,40.10346,40.104297,40.105142,40.105836,40.108442,40.108806,40.109495,40.109867,40.110261,40.110708,40.112099,40.112382,40.112608,40.112973,40.113397,40.115584,40.117678,40.12141,40.122811,40.123516,40.124117,40.124551,40.125011,40.125275,40.12547,40.125599,40.125669,40.125654,40.1257,40.125745,40.125892,40.126201,40.126622,40.126902,40.127326,40.127743,40.128233,40.128687,40.129253,40.129813,40.130317,40.1309,40.131477,40.132536,40.133501,40.134244,40.135215,40.136042,40.136581,40.137332,40.138452,40.139863,40.140993,40.141804,40.142576,40.143414,40.14423,40.145034,40.145813,40.146411,40.147057,40.147838,40.148278,40.148715,40.149447,40.14966,40.149909,40.15029,40.150885,40.152797,40.153813,40.154525,40.155489,40.156412,40.164111,40.164666,40.165216,40.168141,40.170033,40.17112,40.173009,40.174686,40.175897,40.177026,40.178104,40.179181,40.180797,40.182099,40.1838,40.18464,40.185912,40.18645,40.18705,40.187641,40.188143,40.189217,40.189988,40.190696,40.191275,40.191677,40.192127,40.192594,40.193188,40.193671,40.194346,40.195086,40.196147,40.197208,40.198865,40.199958,40.200714,40.201823,40.203335,40.204759,40.205799,40.20693,40.207484,40.208027,40.208333,40.209614,40.214938,40.219333,40.220146,40.220781,40.221266,40.221663,40.221852,40.221944,40.222005,40.222001,40.221926,40.221726,40.221677,40.221378,40.221262,40.221071,40.22068,40.22055,40.220377,40.220237,40.220295,40.220479,40.221287,40.221933,40.222977,40.22431,40.225786,40.227037,40.228768,40.230739,40.234429,40.238438,40.239778,40.240214,40.240623,40.242281,40.242934,40.243533,40.243999,40.244311,40.244629"
北京,地铁房山线,,郭公庄,116.301889,39.814322,丰益桥南,116.321374,39.852401,,地铁,900000042920,010,110106,900000042920001,5,10分钟,5.59275,,3,0,"116.301889,116.301889,116.30186,116.301847,116.301827,116.302012,116.302607,116.303312,116.304463,116.311937,116.314319,116.317673,116.318477,116.31949,116.320026,116.320085,116.320472,116.32051,116.320422,116.320346,116.320305,116.32025,116.320091,116.320127,116.320227,116.320644,116.320802,116.320875,116.321021,116.32114,116.321182,116.321255,116.321349,116.321374","39.814322,39.815077,39.815674,39.816356,39.816882,39.818138,39.818852,39.819331,39.819639,39.819639,39.81955,39.8195,39.819739,39.820324,39.821541,39.826002,39.829174,39.830782,39.831845,39.833411,39.835038,39.837586,39.842923,39.844186,39.84499,39.847185,39.848198,39.848374,39.84863,39.848939,39.849371,39.850657,39.851938,39.852401"
北京,地铁亦庄线,06:00-23:20,宋家庄,116.428379,39.844991,亦庄火车站,116.601913,39.812607,6,地铁,110100023103,010,110106,110100023103002,14,10分钟,22.80492,3,1,1,"116.428379,116.428379,116.428256,116.428341,116.428606,116.429144,116.430054,116.430996,116.433099,116.434874,116.438191,116.441009,116.44367,116.445783,116.4476,116.448377,116.449154,116.450027,116.45131,116.452542,116.45377,116.45475,116.455633,116.456391,116.456957,116.457297,116.457584,116.458022,116.458558,116.458973,116.459226,116.459492,116.459986,116.460457,116.460614,116.460614,116.460536,116.460945,116.461107,116.461105,116.460936,116.460422,116.460317,116.460464,116.460565,116.460789,116.461014,116.4611,116.461415,116.461972,116.462828,116.464152,116.465676,116.468558,116.469635,116.470905,116.471845,116.47338,116.475748,116.479467,116.480307,116.481031,116.482517,116.483863,116.485418,116.489378,116.489868,116.490632,116.491332,116.492042,116.492617,116.493023,116.493514,116.494295,116.495126,116.496444,116.497674,116.498571,116.499608,116.500573,116.501637,116.502526,116.503643,116.505,116.505446,116.505801,116.512982,116.51339,116.513768,116.521368,116.521737,116.522126,116.530045,116.530756,116.531539,116.532196,116.532856,116.533681,116.534761,116.535583,116.536235,116.539193,116.539835,116.540463,116.561604,116.562245,116.562853,116.56566,116.572065,116.577812,116.580688,116.581357,116.58202,116.590686,116.591502,116.59232,116.601075,116.601913","39.844991,39.84409,39.838395,39.837411,39.836795,39.83633,39.83603,39.835842,39.83546,39.835178,39.834688,39.834413,39.834304,39.834304,39.834223,39.834222,39.83422,39.834185,39.834273,39.834198,39.834076,39.833888,39.83364,39.83335,39.833036,39.832792,39.832522,39.831896,39.830795,39.828839,39.827951,39.827069,39.826146,39.825213,39.82415,39.823206,39.821629,39.816938,39.812917,39.812164,39.811361,39.809588,39.808724,39.807923,39.807512,39.80691,39.806307,39.806072,39.805412,39.804614,39.803825,39.803034,39.802454,39.801698,39.801502,39.801358,39.801341,39.801419,39.801886,39.8028,39.803011,39.803192,39.803597,39.804035,39.804658,39.806363,39.806557,39.80689,39.807211,39.807493,39.80769,39.807819,39.807928,39.808069,39.808152,39.808194,39.80806,39.807901,39.807612,39.807303,39.806764,39.806171,39.805187,39.803445,39.802921,39.802493,39.793637,39.793132,39.792665,39.783266,39.782799,39.782324,39.772498,39.771726,39.771242,39.770973,39.770787,39.770683,39.770706,39.770907,39.771153,39.77259,39.7729,39.773205,39.78326,39.783587,39.783899,39.785263,39.788431,39.792201,39.794587,39.795118,39.795653,39.802826,39.8035,39.804175,39.811849,39.812607"
北京,地铁1号线,,四惠东,116.515664,39.908495,苹果园,116.177388,39.926727,6,地铁,110100023111,010,110105,110100023111002,23,10分钟,30.33837,3,1,1,"116.515664,116.514803,116.51391,116.506264,116.502806,116.496353,116.495456,116.494516,116.494028,116.493539,116.492739,116.491792,116.490761,116.489681,116.488661,116.487642,116.486854,116.48625,116.477009,116.475783,116.47456,116.46324,116.460845,116.459707,116.458485,116.451371,116.450497,116.449692,116.443005,116.436785,116.435806,116.434914,116.433332,116.431357,116.42907,116.421463,116.420327,116.419204,116.418376,116.412636,116.411571,116.410458,116.402392,116.401216,116.400139,116.395711,116.392262,116.391278,116.390277,116.382901,116.380525,116.377705,116.376338,116.375028,116.373444,116.363455,116.358732,116.357793,116.35676,116.353551,116.352583,116.351605,116.344483,116.338726,116.337583,116.336393,116.331518,116.325095,116.323385,116.321904,116.316653,116.31154,116.309919,116.309063,116.305566,116.294765,116.276259,116.273987,116.271843,116.258762,116.254562,116.252888,116.25159,116.241167,116.237092,116.235948,116.230963,116.229024,116.226997,116.223036,116.219832,116.214915,116.21325,116.212684,116.212069,116.202659,116.19629,116.194483,116.191405,116.190337,116.18927,116.188323,116.187842,116.187679,116.187538,116.187338,116.18715,116.186906,116.186095,116.178333,116.178312,116.178279,116.178251,116.177388","39.908495,39.908494,39.908496,39.908512,39.908591,39.908726,39.908749,39.908773,39.908771,39.908751,39.908723,39.908668,39.908593,39.908491,39.908405,39.90833,39.908293,39.90829,39.908287,39.908287,39.908287,39.9084,39.908425,39.908421,39.908425,39.908456,39.908454,39.908453,39.908557,39.908508,39.908501,39.9085,39.9085,39.908512,39.908454,39.908317,39.908317,39.908317,39.908318,39.908069,39.908069,39.908068,39.907795,39.90778,39.907765,39.907634,39.907511,39.907472,39.907438,39.907223,39.907209,39.907193,39.907193,39.907193,39.907194,39.907254,39.907174,39.907174,39.907173,39.907232,39.907234,39.90723,39.907305,39.907378,39.907379,39.907379,39.907418,39.907423,39.907422,39.907422,39.907421,39.907466,39.907469,39.907466,39.907499,39.907474,39.907447,39.907456,39.907451,39.907433,39.907437,39.907433,39.907433,39.907445,39.907438,39.90744,39.907434,39.907431,39.907441,39.907444,39.907439,39.907432,39.907444,39.907442,39.907443,39.907459,39.907465,39.907468,39.907449,39.90745,39.907449,39.907392,39.907398,39.907447,39.907512,39.907673,39.907873,39.908283,39.909936,39.925763,39.925805,39.925855,39.925885,39.926727"
北京,地铁2号线,,西直门,116.355426,39.940474,西直门,116.355426,39.940474,4,地铁,110100023099,010,110102,110100023099002,19,10分钟,23.24082,3,1,1,"116.355426,116.355425,116.355498,116.355498,116.355498,116.355498,116.355575,116.355715,116.355814,116.35587,116.355868,116.355869,116.355868,116.356004,116.356009,116.356012,116.35603,116.356129,116.356167,116.356268,116.356268,116.356351,116.356866,116.356866,116.356867,116.356863,116.356882,116.35691,116.356949,116.357025,116.357128,116.35729,116.3575,116.357719,116.3579,116.35812,116.358358,116.358616,116.358935,116.359224,116.359431,116.359719,116.360065,116.360537,116.361192,116.361855,116.36246,116.363355,116.364328,116.365741,116.366746,116.36856,116.370152,116.371439,116.373281,116.374314,116.375301,116.380386,116.3822,116.383196,116.384209,116.385227,116.385702,116.386592,116.388072,116.39161,116.393145,116.393846,116.394726,116.395439,116.396083,116.396686,116.397937,116.399184,116.399452,116.399742,116.400678,116.401572,116.402358,116.402834,116.403414,116.404562,116.408299,116.412026,116.415718,116.417093,116.418364,116.418456,116.4186,116.418779,116.418991,116.419198,116.419389,116.419575,116.419741,116.419974,116.420267,116.420843,116.421331,116.423104,116.423603,116.424046,116.424288,116.424526,116.424776,116.425017,116.425203,116.4254,116.425795,116.426136,116.427287,116.428489,116.432181,116.4334,116.434313,116.434314,116.434575,116.434757,116.434881,116.435191,116.435192,116.435361,116.435504,116.435609,116.43568,116.435738,116.43576,116.435775,116.435797,116.435836,116.435865,116.435887,116.43591,116.43593,116.435942,116.435958,116.435962,116.435962,116.435954,116.43593,116.435907,116.435869,116.43584,116.435833,116.435828,116.435824,116.435806,116.43578,116.435797,116.435801,116.435797,116.43576,116.435749,116.435487,116.435099,116.435075,116.434999,116.434906,116.434835,116.434596,116.434584,116.434568,116.43456,116.434405,116.434264,116.434145,116.434133,116.434129,116.43355,116.433551,116.433548,116.433661,116.43366,116.433655,116.433647,116.433633,116.433614,116.433594,116.433564,116.433511,116.433454,116.433401,116.43336,116.433292,116.433225,116.433163,116.433107,116.433016,116.432934,116.432857,116.432783,116.432723,116.432661,116.432583,116.432444,116.432216,116.432082,116.431936,116.431845,116.431745,116.431617,116.431496,116.431342,116.431166,116.430989,116.430812,116.430566,116.43023,116.42973,116.429728,116.429727,116.428854,116.428853,116.428852,116.427768,116.427766,116.427765,116.426081,116.424223,116.424222,116.421938,116.420272,116.418716,116.418292,116.417939,116.417069,116.416198,116.414884,116.409103,116.40824,116.407377,116.405984,116.40479,116.402583,116.395683,116.394095,116.393776,116.393018,116.390149,116.387418,116.379037,116.376751,116.375231,116.374092,116.373126,116.372216,116.371966,116.37172,116.371477,116.371228,116.370906,116.370327,116.369588,116.369077,116.368464,116.367259,116.36642,116.364784,116.362936,116.362934,116.362476,116.362475,116.361564,116.361562,116.361266,116.361265,116.359821,116.359331,116.35898,116.358041,116.357344,116.356913,116.356684,116.356494,116.356253,116.356109,116.355996,116.355888,116.355801,116.355733,116.355655,116.355586,116.355529,116.355502,116.355478,116.355463,116.355444,116.355426,116.355426","39.940474,39.939513,39.9375,39.937499,39.937498,39.937495,39.936084,39.934923,39.934143,39.933589,39.933024,39.932614,39.931671,39.924505,39.923686,39.922773,39.92234,39.921077,39.919994,39.916951,39.91695,39.914861,39.908088,39.907242,39.906379,39.902415,39.90228,39.902147,39.902004,39.901846,39.901656,39.901403,39.901129,39.90088,39.900686,39.900483,39.900293,39.900132,39.899945,39.8998,39.899693,39.899573,39.899488,39.899444,39.899429,39.899402,39.899402,39.899433,39.899466,39.899487,39.899507,39.899597,39.899657,39.89971,39.89975,39.899765,39.89978,39.899977,39.900042,39.900086,39.900098,39.900109,39.900132,39.900159,39.900207,39.900337,39.90034,39.900303,39.900248,39.900205,39.900188,39.900192,39.900192,39.900192,39.900201,39.900228,39.900357,39.900497,39.900599,39.900645,39.900676,39.900716,39.900846,39.900939,39.901033,39.901063,39.901095,39.901097,39.901105,39.901127,39.901157,39.901194,39.901228,39.901272,39.901319,39.901422,39.901579,39.901925,39.902296,39.903684,39.904127,39.904452,39.904582,39.904684,39.90478,39.904857,39.904903,39.90494,39.904968,39.904982,39.904983,39.90498,39.905059,39.905083,39.905117,39.905117,39.905126,39.905135,39.905143,39.905166,39.905167,39.905181,39.905199,39.905214,39.905225,39.905236,39.905244,39.905252,39.905269,39.905308,39.905337,39.905372,39.90541,39.905462,39.905513,39.905593,39.90564,39.905691,39.905776,39.905931,39.90607,39.906548,39.906904,39.907207,39.907546,39.907908,39.908501,39.90963,39.910344,39.910497,39.910784,39.911088,39.911169,39.91227,39.914046,39.914397,39.915716,39.917933,39.919657,39.923705,39.924499,39.925275,39.926342,39.928551,39.930433,39.932844,39.933801,39.934872,39.940383,39.941088,39.944604,39.947338,39.947534,39.947635,39.947724,39.947832,39.947918,39.947989,39.948096,39.948244,39.948361,39.948452,39.948511,39.948594,39.948673,39.948749,39.948812,39.948898,39.948973,39.949039,39.949099,39.949142,39.949182,39.949232,39.949313,39.949414,39.949464,39.949509,39.949537,39.949565,39.949597,39.949622,39.94965,39.949675,39.949692,39.949705,39.949718,39.949727,39.949731,39.949731,39.949731,39.949727,39.949727,39.949727,39.949705,39.949705,39.949705,39.949643,39.949582,39.949582,39.949499,39.949409,39.949355,39.949342,39.949335,39.949336,39.949331,39.949305,39.949187,39.94918,39.949172,39.949145,39.949131,39.949111,39.948985,39.948973,39.948972,39.948971,39.948968,39.948968,39.948784,39.948724,39.948677,39.948653,39.948653,39.948653,39.948636,39.948608,39.948573,39.948529,39.94846,39.948307,39.94809,39.947922,39.947704,39.947222,39.94687,39.946325,39.945844,39.945844,39.945718,39.945717,39.945456,39.945456,39.945367,39.945367,39.944924,39.944775,39.944667,39.94438,39.94417,39.944024,39.943925,39.943836,39.943702,39.943596,39.943488,39.94338,39.943272,39.943183,39.943061,39.9429,39.942675,39.942507,39.942261,39.942025,39.9417,39.941045,39.940474"
